age,education,familySize,typeOfHousing,houseOwnership,householdAnnualIncome,ageOfBuilding,freqOfMoving,ageOfCustomerAccountInDays,avgDailyUsage,lateFeePayments,AvgComplaintsRaised,AvgComplaintsResolved,modeOfPayment,typeOfPlanI,typeOfPlanII,Target
24,low,Small,1BHK-Apt,Owned,Medium,20-30yrs,6,1-2yrs,4.865080342,0,3,2,PPM,Fixed,Fixed,Yes
31,medium,Medium,2BHK-Apt,Owned,High,20-30yrs,1,>10yrs,0.7088696145,0,4,1,Others,Variable,Variable,No
57,High,Large,2BHK-Apt,Owned,Medium,20-30yrs,2,2-5yrs,4.1021971471,1,3,1,DD,Variable,Variable,No
33,High,Small,5BHK-House,Rented,Medium,<10yrs,4,2-5yrs,1.3718355999,4,7,1,PPM,Fixed,Fixed,No
38,medium,Medium,3BHK-Apt,Rented,Medium,20-30yrs,6,2-5yrs,17.1084008159,0,3,0,DD,Variable,Variable,No
45,medium,Medium,1BHK-Apt,Rented,Low,20-30yrs,5,2-5yrs,8.4364737293,2,1,0,SD,Fixed,Fixed,No
56,low,Small,1BHK-Apt,Owned,Medium,>30yrs,2,2-5yrs,1.3272302453,0,3,0,PPM,Variable,Variable,Yes
51,low,Large,1BHK-Apt,Rented,Low,10-20yrs,7,2-5yrs,9.0832399287,2,2,0,Others,Variable,Variable,No
35,High,Small,2BHK-Apt,Rented,Low,<10yrs,2,1-2yrs,7.5388958556,2,5,0,DD,Fixed,Fixed,No
37,medium,Large,2BHK-Apt,Owned,Low,20-30yrs,5,>5yrs,3.6332040093,1,7,1,PPM,Variable,Variable,Yes
35,low,Large,5BHK-House,Owned,High,<10yrs,2,2-5yrs,14.1558737963,3,4,0,DD,Variable,Variable,No
39,medium,Large,Mansion,Owned,Medium,10-20yrs,1,1-2yrs,1.0645113556,0,7,4,PPM,Variable,Variable,No
38,medium,Small,5BHK-House,Owned,Low,20-30yrs,2,<1yr,5.1767251885,1,5,4,Others,Fixed,Fixed,No
37,low,Small,2BHK-Apt,Owned,Low,<10yrs,6,1-2yrs,1.8675742786,2,10,6,SD,Fixed,Fixed,No
41,medium,Small,2BHK-Apt,Owned,Medium,10-20yrs,5,2-5yrs,1.3072797076,4,7,5,SD,Variable,Variable,No
45,High,Large,5BHK-House,Rented,Low,>30yrs,7,2-5yrs,0.7887530411,1,7,0,DD,Fixed,Fixed,No
44,High,Large,2BHK-Apt,Owned,High,10-20yrs,5,>5yrs,3.9749720348,1,6,2,SD,Variable,Variable,No
43,low,Medium,5BHK-House,Rented,Low,20-30yrs,4,2-5yrs,4.4921787075,1,7,2,DD,Variable,Variable,No
37,medium,Medium,3BHK-Apt,Rented,High,20-30yrs,3,>5yrs,3.4486045735,4,9,1,DD,Variable,Variable,No
34,medium,Small,5BHK-House,Owned,Medium,>30yrs,1,2-5yrs,5.5755257161,4,4,3,Others,Fixed,Fixed,No
34,low,Large,Mansion,Rented,Low,>30yrs,2,<1yr,4.6741381968,1,7,4,PPM,Variable,Variable,No
34,medium,Small,3BHK-Apt,Rented,Medium,20-30yrs,1,1-2yrs,0.5012419646,0,2,0,SD,Variable,Variable,No
29,medium,Medium,2BHK-Apt,Owned,High,20-30yrs,9,>10yrs,3.1925752143,4,10,0,PPM,Fixed,Fixed,Yes
43,medium,Large,2BHK-Apt,Owned,Low,>30yrs,1,1-2yrs,4.2502140917,3,6,0,DD,Variable,Variable,No
29,High,Medium,2BHK-Apt,Rented,High,20-30yrs,3,<1yr,9.3909804538,3,5,2,SD,Fixed,Fixed,No
43,low,Medium,2BHK-Apt,Owned,High,20-30yrs,2,1-2yrs,2.9623457804,4,0,0,PPM,Variable,Variable,No
33,medium,Large,3BHK-Apt,Owned,Medium,<10yrs,6,1-2yrs,1.3601536214,4,8,5,DD,Variable,Variable,Yes
28,low,Medium,2BHK-Apt,Rented,High,20-30yrs,3,2-5yrs,5.1802904007,1,7,6,DD,Fixed,Fixed,No
32,low,Large,1BHK-Apt,Owned,Medium,10-20yrs,4,1-2yrs,5.1616345097,2,7,3,DD,Variable,Variable,No
32,High,Medium,2BHK-Apt,Owned,Low,10-20yrs,1,>5yrs,9.2385182803,2,6,2,PPM,Fixed,Fixed,No
42,High,Large,2BHK-Apt,Owned,Medium,>30yrs,1,>10yrs,0.5831440293,0,0,0,DD,Variable,Variable,No
32,High,Small,2BHK-Apt,Rented,Low,10-20yrs,7,2-5yrs,1.4628342867,1,9,7,SD,Fixed,Fixed,No
34,medium,Small,1BHK-Apt,Owned,Medium,10-20yrs,4,<1yr,5.807090311,0,2,1,PPM,Variable,Variable,No
35,High,Large,2BHK-Apt,Owned,Medium,>30yrs,5,>5yrs,9.0963027783,0,9,8,DD,Variable,Variable,Yes
43,medium,Large,3BHK-Apt,Rented,Low,>30yrs,7,2-5yrs,1.5661162898,0,9,0,Others,Fixed,Fixed,No
45,medium,Medium,3BHK-Apt,Rented,High,20-30yrs,2,>5yrs,1.1448676216,3,5,1,DD,Variable,Variable,Yes
24,medium,Large,2BHK-Apt,Rented,Medium,20-30yrs,5,2-5yrs,4.2168127451,3,9,8,SD,Variable,Variable,Yes
48,low,Medium,Mansion,Owned,Low,10-20yrs,3,2-5yrs,3.9626934933,0,0,0,SD,Fixed,Fixed,No
41,High,Medium,1BHK-Apt,Owned,Medium,>30yrs,1,2-5yrs,8.8959365033,1,9,1,SD,Variable,Variable,No
53,low,Large,1BHK-Apt,Rented,Medium,<10yrs,5,>5yrs,1.4271556974,0,4,3,PPM,Variable,Variable,No
44,medium,Large,Mansion,Owned,Medium,10-20yrs,8,2-5yrs,2.3441863584,0,4,2,PPM,Fixed,Fixed,No
39,low,Small,3BHK-Apt,Owned,Medium,20-30yrs,1,2-5yrs,5.9109399244,1,2,0,Others,Fixed,Fixed,Yes
39,low,Medium,2BHK-Apt,Owned,Low,20-30yrs,1,<1yr,1.5522719133,1,7,5,SD,Fixed,Fixed,No
47,medium,Large,2BHK-Apt,Owned,Low,20-30yrs,5,1-2yrs,3.3594571144,1,9,7,PPM,Variable,Variable,Yes
38,High,Medium,5BHK-House,Rented,Medium,>30yrs,1,2-5yrs,1.2331095364,0,10,9,PPM,Fixed,Fixed,No
45,low,Large,3BHK-Apt,Rented,Low,20-30yrs,5,<1yr,1.6783530182,4,7,2,PPM,Fixed,Fixed,No
30,medium,Medium,2BHK-Apt,Owned,High,10-20yrs,1,2-5yrs,2.1667521744,3,8,1,DD,Fixed,Fixed,No
49,medium,Small,Mansion,Rented,Low,10-20yrs,1,2-5yrs,6.6207444184,3,8,4,Others,Fixed,Fixed,No
29,medium,Large,2BHK-Apt,Owned,Medium,20-30yrs,2,2-5yrs,3.0316752296,2,6,3,Others,Variable,Variable,No
39,medium,Large,3BHK-Apt,Owned,Medium,10-20yrs,5,2-5yrs,9.028724281,2,6,4,SD,Variable,Variable,No
41,medium,Small,2BHK-Apt,Owned,High,10-20yrs,7,1-2yrs,5.5985328404,4,10,3,PPM,Fixed,Fixed,No
48,low,Large,2BHK-Apt,Owned,High,10-20yrs,5,2-5yrs,4.9859213758,0,2,0,Others,Fixed,Fixed,No
47,low,Medium,1BHK-Apt,Owned,Medium,20-30yrs,8,1-2yrs,4.0495784706,4,10,6,PPM,Variable,Variable,No
36,low,Large,1BHK-Apt,Rented,High,20-30yrs,2,>5yrs,10.587334842,0,1,0,DD,Variable,Variable,No
37,medium,Medium,1BHK-Apt,Rented,High,20-30yrs,6,<1yr,3.9135011227,3,4,1,Others,Variable,Variable,Yes
23,medium,Small,2BHK-Apt,Rented,Medium,20-30yrs,6,1-2yrs,3.2277218044,1,10,7,DD,Fixed,Fixed,No
39,medium,Small,3BHK-Apt,Owned,High,>30yrs,3,2-5yrs,4.9123133661,1,6,1,SD,Fixed,Fixed,No
42,medium,Small,2BHK-Apt,Owned,Low,20-30yrs,6,>5yrs,1.7995201447,1,4,2,Others,Variable,Variable,No
39,medium,Medium,5BHK-House,Owned,Medium,<10yrs,9,2-5yrs,2.3029663716,0,5,4,SD,Variable,Variable,No
41,medium,Medium,3BHK-Apt,Owned,Low,10-20yrs,2,<1yr,0.8376937825,0,6,4,SD,Fixed,Fixed,No
34,medium,Small,3BHK-Apt,Owned,High,20-30yrs,1,<1yr,2.1072795321,3,9,4,SD,Variable,Variable,Yes
31,High,Large,3BHK-Apt,Rented,Medium,20-30yrs,1,2-5yrs,2.2513822678,3,8,3,Others,Variable,Variable,No
49,High,Medium,5BHK-House,Owned,Medium,>30yrs,1,<1yr,5.1853925539,0,10,0,DD,Fixed,Fixed,No
38,medium,Medium,1BHK-Apt,Owned,High,<10yrs,1,>5yrs,6.2171375409,1,0,0,SD,Variable,Variable,No
31,low,Medium,3BHK-Apt,Owned,Medium,>30yrs,3,1-2yrs,9.6823246517,3,10,4,SD,Fixed,Fixed,No
47,low,Medium,Mansion,Owned,Low,20-30yrs,2,2-5yrs,6.1219937606,0,3,1,DD,Fixed,Fixed,Yes
43,low,Large,5BHK-House,Rented,Medium,20-30yrs,1,>5yrs,1.5929566733,4,9,2,DD,Variable,Variable,No
31,High,Large,2BHK-Apt,Owned,Medium,>30yrs,1,2-5yrs,4.6521261647,0,0,0,DD,Fixed,Fixed,Yes
48,medium,Large,1BHK-Apt,Owned,Medium,>30yrs,3,>10yrs,0.1452184966,0,4,2,SD,Variable,Variable,No
29,low,Medium,2BHK-Apt,Owned,Low,20-30yrs,3,>10yrs,5.7648076425,3,9,6,DD,Variable,Variable,No
27,High,Medium,1BHK-Apt,Owned,Low,20-30yrs,4,<1yr,4.0067575784,2,1,0,Others,Fixed,Fixed,No
39,High,Medium,3BHK-Apt,Rented,Medium,10-20yrs,5,2-5yrs,0.8206459188,3,10,2,Others,Fixed,Fixed,No
51,High,Small,3BHK-Apt,Rented,Low,<10yrs,4,1-2yrs,7.0837575376,1,7,0,Others,Variable,Variable,Yes
38,medium,Large,2BHK-Apt,Rented,Medium,20-30yrs,2,2-5yrs,3.4872876338,2,9,6,Others,Variable,Variable,No
38,medium,Medium,5BHK-House,Owned,High,>30yrs,1,>5yrs,0.9877963923,3,10,1,SD,Variable,Variable,No
34,medium,Medium,5BHK-House,Owned,Low,10-20yrs,1,1-2yrs,10.6534385507,3,10,1,Others,Fixed,Fixed,No
42,High,Medium,3BHK-Apt,Owned,Medium,>30yrs,3,1-2yrs,4.3764349166,0,7,2,PPM,Fixed,Fixed,No
39,medium,Large,3BHK-Apt,Owned,Medium,>30yrs,4,>5yrs,9.9405230849,0,4,3,Others,Fixed,Fixed,No
46,medium,Medium,1BHK-Apt,Owned,Medium,>30yrs,1,2-5yrs,2.2412170136,1,4,1,DD,Variable,Variable,No
32,High,Medium,2BHK-Apt,Rented,Low,10-20yrs,6,1-2yrs,2.6642111205,4,2,0,SD,Fixed,Fixed,Yes
32,medium,Medium,3BHK-Apt,Owned,Medium,>30yrs,7,2-5yrs,8.9299642263,1,1,0,Others,Fixed,Fixed,No
45,low,Medium,2BHK-Apt,Owned,Medium,10-20yrs,1,2-5yrs,1.7305957673,1,4,1,Others,Variable,Variable,No
50,medium,Medium,3BHK-Apt,Owned,Low,20-30yrs,6,>5yrs,2.3549382834,3,6,0,PPM,Variable,Variable,No
38,High,Small,5BHK-House,Owned,Medium,10-20yrs,1,1-2yrs,3.6998231794,2,6,2,PPM,Variable,Variable,No
47,low,Medium,3BHK-Apt,Rented,High,20-30yrs,2,2-5yrs,3.6118472254,1,6,4,DD,Variable,Variable,No
39,low,Small,3BHK-Apt,Owned,Low,20-30yrs,1,2-5yrs,12.6255571877,0,6,5,PPM,Fixed,Fixed,No
27,medium,Small,2BHK-Apt,Rented,High,10-20yrs,7,1-2yrs,3.3763134403,1,0,1,Others,Variable,Variable,No
37,medium,Large,3BHK-Apt,Owned,Low,20-30yrs,5,2-5yrs,7.1671032581,2,2,1,PPM,Fixed,Fixed,No
40,High,Small,5BHK-House,Rented,Low,10-20yrs,1,2-5yrs,2.8254041539,2,2,1,PPM,Variable,Variable,No
34,low,Medium,2BHK-Apt,Owned,High,20-30yrs,6,2-5yrs,3.4043830433,4,1,0,DD,Variable,Variable,No
39,medium,Medium,3BHK-Apt,Owned,High,20-30yrs,6,2-5yrs,5.983726096,1,8,5,PPM,Fixed,Fixed,Yes
34,High,Large,3BHK-Apt,Owned,Low,20-30yrs,6,2-5yrs,7.3423822386,0,3,2,Others,Variable,Variable,No
35,medium,Small,3BHK-Apt,Owned,High,>30yrs,2,2-5yrs,2.8416298,3,0,0,SD,Fixed,Fixed,Yes
44,medium,Small,2BHK-Apt,Owned,Low,10-20yrs,5,<1yr,8.3787495092,1,1,0,SD,Variable,Variable,No
31,High,Large,1BHK-Apt,Rented,Medium,20-30yrs,3,2-5yrs,5.07406049,1,4,1,SD,Variable,Variable,No
28,low,Large,Mansion,Owned,Medium,20-30yrs,4,<1yr,5.7644516571,4,4,2,Others,Fixed,Fixed,No
30,medium,Medium,2BHK-Apt,Owned,Low,>30yrs,6,2-5yrs,1.8252478197,0,10,4,DD,Variable,Variable,No
41,low,Large,1BHK-Apt,Owned,Low,10-20yrs,5,<1yr,0.9345012048,2,2,1,DD,Variable,Variable,No
25,High,Medium,1BHK-Apt,Rented,Low,20-30yrs,8,2-5yrs,5.2859784037,1,6,5,SD,Fixed,Fixed,No
41,medium,Small,1BHK-Apt,Rented,Medium,10-20yrs,1,>5yrs,5.3161510361,2,7,0,PPM,Fixed,Fixed,No
36,low,Large,3BHK-Apt,Owned,Medium,<10yrs,2,>10yrs,3.0650434917,1,1,0,DD,Variable,Variable,No
37,High,Large,5BHK-House,Rented,Medium,<10yrs,8,>5yrs,1.494853348,2,5,0,Others,Variable,Variable,No
45,medium,Medium,3BHK-Apt,Rented,High,10-20yrs,6,1-2yrs,3.5283290098,0,7,1,SD,Variable,Variable,Yes
38,low,Large,2BHK-Apt,Owned,Medium,20-30yrs,1,>10yrs,1.5883169104,2,3,1,DD,Fixed,Fixed,No
52,medium,Medium,2BHK-Apt,Rented,Medium,20-30yrs,1,2-5yrs,2.5301487358,3,9,0,Others,Fixed,Fixed,No
45,medium,Medium,1BHK-Apt,Owned,Low,20-30yrs,7,>5yrs,14.9971070997,0,7,5,DD,Fixed,Fixed,Yes
30,High,Small,1BHK-Apt,Owned,Medium,20-30yrs,5,<1yr,6.5769189673,0,3,1,SD,Fixed,Fixed,No
40,medium,Small,3BHK-Apt,Rented,High,20-30yrs,3,1-2yrs,0.7048903307,1,9,8,PPM,Variable,Variable,Yes
38,low,Medium,2BHK-Apt,Owned,Medium,<10yrs,1,<1yr,2.6656393983,4,7,5,Others,Fixed,Fixed,No
24,low,Large,2BHK-Apt,Owned,Medium,20-30yrs,2,2-5yrs,2.6382843019,0,6,5,PPM,Fixed,Fixed,No
33,low,Medium,2BHK-Apt,Owned,Medium,20-30yrs,1,>10yrs,0.8328623507,1,7,2,SD,Fixed,Fixed,No
27,medium,Small,3BHK-Apt,Rented,High,10-20yrs,5,1-2yrs,7.1942147145,2,2,0,Others,Variable,Variable,No
59,medium,Medium,2BHK-Apt,Rented,Low,20-30yrs,1,1-2yrs,1.8592160788,2,3,1,PPM,Fixed,Fixed,No
42,medium,Medium,5BHK-House,Owned,Medium,20-30yrs,1,<1yr,3.2762457981,0,2,0,SD,Fixed,Fixed,No
47,High,Medium,2BHK-Apt,Owned,Medium,20-30yrs,2,>10yrs,12.2829809996,1,7,6,DD,Variable,Variable,No
31,low,Medium,5BHK-House,Rented,High,10-20yrs,3,2-5yrs,2.1174253134,2,5,1,Others,Fixed,Fixed,Yes
31,low,Small,3BHK-Apt,Rented,Medium,10-20yrs,9,2-5yrs,10.1421544288,1,7,3,PPM,Variable,Variable,No
45,High,Small,2BHK-Apt,Owned,Medium,20-30yrs,1,2-5yrs,3.4950114444,0,6,5,DD,Fixed,Fixed,Yes
40,low,Small,2BHK-Apt,Rented,Medium,>30yrs,1,1-2yrs,14.3864101174,1,5,2,PPM,Variable,Variable,No
40,High,Medium,1BHK-Apt,Owned,Medium,10-20yrs,7,1-2yrs,3.516426877,0,10,8,DD,Variable,Variable,No
39,medium,Large,1BHK-Apt,Owned,Medium,20-30yrs,9,2-5yrs,4.6469041968,4,4,1,Others,Variable,Variable,No
37,low,Medium,2BHK-Apt,Owned,High,20-30yrs,4,2-5yrs,3.4587639784,1,6,5,DD,Variable,Variable,No
28,medium,Large,5BHK-House,Owned,High,10-20yrs,1,2-5yrs,0.6767417716,1,7,4,Others,Variable,Variable,Yes
46,medium,Large,5BHK-House,Owned,High,10-20yrs,2,2-5yrs,1.6612754431,1,0,0,Others,Variable,Variable,No
49,medium,Large,2BHK-Apt,Rented,High,20-30yrs,1,1-2yrs,1.8366318835,0,4,2,Others,Fixed,Fixed,No
53,medium,Medium,2BHK-Apt,Rented,Medium,20-30yrs,3,2-5yrs,2.4527272976,0,0,0,PPM,Variable,Variable,No
42,medium,Medium,3BHK-Apt,Rented,Medium,20-30yrs,2,1-2yrs,5.1407780366,0,1,0,SD,Fixed,Fixed,No
41,low,Medium,3BHK-Apt,Owned,High,20-30yrs,1,<1yr,2.7349515499,1,4,1,SD,Variable,Variable,No
30,medium,Large,2BHK-Apt,Owned,Medium,>30yrs,4,2-5yrs,3.3438628166,0,8,3,DD,Variable,Variable,No
47,low,Large,2BHK-Apt,Rented,Medium,10-20yrs,6,2-5yrs,3.2738917776,1,8,1,SD,Fixed,Fixed,Yes
36,High,Large,3BHK-Apt,Owned,High,<10yrs,2,2-5yrs,5.3709996061,1,3,1,SD,Variable,Variable,No
57,low,Small,2BHK-Apt,Owned,High,20-30yrs,3,1-2yrs,1.0845627045,2,4,1,PPM,Fixed,Fixed,Yes
53,medium,Medium,5BHK-House,Owned,High,20-30yrs,3,>5yrs,1.8534216272,0,7,1,Others,Fixed,Fixed,No
40,low,Medium,1BHK-Apt,Owned,Medium,20-30yrs,4,1-2yrs,4.6313148998,0,6,4,DD,Variable,Variable,No
30,medium,Large,2BHK-Apt,Rented,Medium,<10yrs,2,2-5yrs,0.6579110806,0,5,0,SD,Variable,Variable,No
33,low,Medium,2BHK-Apt,Owned,Low,20-30yrs,2,2-5yrs,15.1656384117,0,2,1,Others,Variable,Variable,No
34,low,Medium,5BHK-House,Rented,Low,<10yrs,6,2-5yrs,7.519930291,1,6,1,Others,Variable,Variable,No
48,medium,Small,2BHK-Apt,Owned,Medium,20-30yrs,1,2-5yrs,6.2251006997,0,10,6,DD,Fixed,Fixed,No
42,medium,Medium,5BHK-House,Owned,Low,20-30yrs,1,>10yrs,4.9351561899,0,0,0,PPM,Variable,Variable,No
40,medium,Small,2BHK-Apt,Owned,High,>30yrs,5,1-2yrs,4.2264288117,0,10,7,SD,Variable,Variable,No
30,low,Medium,2BHK-Apt,Owned,High,<10yrs,4,2-5yrs,1.7066883389,3,7,4,SD,Fixed,Fixed,No
37,low,Large,5BHK-House,Owned,Low,20-30yrs,2,2-5yrs,3.8879634098,1,3,0,PPM,Fixed,Fixed,No
37,medium,Medium,3BHK-Apt,Rented,Low,20-30yrs,6,2-5yrs,15.0386986162,0,8,7,Others,Variable,Variable,No
43,medium,Small,2BHK-Apt,Rented,Medium,>30yrs,3,1-2yrs,1.5428048968,0,1,0,PPM,Variable,Variable,No
50,low,Small,2BHK-Apt,Rented,Low,>30yrs,5,1-2yrs,15.3107544408,2,4,3,Others,Fixed,Fixed,No
31,medium,Medium,3BHK-Apt,Owned,Low,>30yrs,2,1-2yrs,1.6136572593,0,1,0,SD,Fixed,Fixed,Yes
26,low,Medium,5BHK-House,Rented,High,20-30yrs,4,2-5yrs,3.7830127592,1,5,4,PPM,Variable,Variable,No
33,low,Medium,3BHK-Apt,Owned,High,20-30yrs,6,2-5yrs,1.5054375215,3,4,0,SD,Variable,Variable,No
63,low,Large,3BHK-Apt,Owned,Medium,20-30yrs,3,>10yrs,4.2230660409,4,8,5,Others,Fixed,Fixed,No
26,medium,Small,3BHK-Apt,Rented,Medium,>30yrs,4,1-2yrs,0.9335312592,4,8,4,SD,Fixed,Fixed,No
45,High,Large,2BHK-Apt,Rented,Low,>30yrs,2,2-5yrs,7.3969789658,0,0,0,SD,Fixed,Fixed,No
48,High,Medium,Mansion,Owned,Low,10-20yrs,1,1-2yrs,13.3480452773,1,4,2,Others,Fixed,Fixed,No
43,High,Medium,3BHK-Apt,Rented,High,10-20yrs,2,2-5yrs,5.2887484017,4,3,1,SD,Fixed,Fixed,No
48,low,Medium,3BHK-Apt,Owned,Low,20-30yrs,6,2-5yrs,1.9888714151,1,3,2,PPM,Variable,Variable,No
29,low,Small,5BHK-House,Rented,Medium,20-30yrs,4,2-5yrs,0.4871705493,4,2,0,Others,Fixed,Fixed,No
61,medium,Medium,5BHK-House,Owned,Medium,10-20yrs,4,2-5yrs,7.4684469428,4,2,0,DD,Fixed,Fixed,No
46,medium,Large,3BHK-Apt,Owned,Medium,20-30yrs,4,>5yrs,2.7013527857,3,10,8,PPM,Fixed,Fixed,No
35,low,Medium,5BHK-House,Owned,High,20-30yrs,8,1-2yrs,3.3947773022,1,6,1,DD,Fixed,Fixed,Yes
44,medium,Small,Mansion,Owned,High,10-20yrs,5,>5yrs,15.1376287206,2,5,3,DD,Variable,Variable,No
40,medium,Medium,Mansion,Rented,Medium,<10yrs,2,1-2yrs,9.2312837738,0,10,8,SD,Fixed,Fixed,No
27,medium,Medium,1BHK-Apt,Owned,Low,>30yrs,2,2-5yrs,5.929635152,2,5,1,DD,Fixed,Fixed,No
41,low,Large,5BHK-House,Owned,Medium,20-30yrs,8,>5yrs,0.9044423543,1,2,1,SD,Variable,Variable,No
29,medium,Small,1BHK-Apt,Owned,Medium,20-30yrs,3,2-5yrs,9.1350696457,2,2,1,PPM,Fixed,Fixed,No
53,low,Large,3BHK-Apt,Owned,High,>30yrs,1,2-5yrs,2.3606078188,0,9,3,PPM,Fixed,Fixed,No
35,medium,Large,2BHK-Apt,Rented,High,<10yrs,2,>5yrs,0.5006122825,0,1,0,SD,Fixed,Fixed,No
34,low,Small,2BHK-Apt,Owned,Medium,20-30yrs,5,1-2yrs,5.5178735252,0,9,2,PPM,Fixed,Fixed,Yes
49,medium,Large,1BHK-Apt,Owned,Medium,20-30yrs,1,2-5yrs,5.7410385608,0,4,2,DD,Fixed,Fixed,No
42,High,Large,3BHK-Apt,Owned,Low,20-30yrs,7,>5yrs,5.0417316249,0,7,6,DD,Variable,Variable,No
38,low,Small,2BHK-Apt,Owned,Low,10-20yrs,4,<1yr,4.4493001679,0,8,1,PPM,Fixed,Fixed,No
33,medium,Medium,2BHK-Apt,Owned,Low,>30yrs,7,>10yrs,4.6215327371,3,8,3,DD,Variable,Variable,Yes
35,low,Medium,3BHK-Apt,Owned,Medium,>30yrs,3,1-2yrs,0.210298598,1,10,4,PPM,Variable,Variable,No
40,low,Small,3BHK-Apt,Owned,Medium,<10yrs,2,2-5yrs,4.9557811405,3,5,1,DD,Variable,Variable,No
43,low,Small,2BHK-Apt,Rented,Medium,10-20yrs,1,<1yr,5.7696894662,4,3,1,DD,Fixed,Fixed,No
37,medium,Large,3BHK-Apt,Owned,Low,20-30yrs,4,1-2yrs,5.0529354271,3,4,1,PPM,Fixed,Fixed,Yes
36,medium,Medium,1BHK-Apt,Owned,Medium,>30yrs,7,2-5yrs,8.4101783747,1,6,2,SD,Fixed,Fixed,No
39,low,Large,Mansion,Rented,High,<10yrs,3,1-2yrs,2.6900930867,2,10,2,SD,Variable,Variable,No
56,medium,Medium,2BHK-Apt,Owned,Low,20-30yrs,5,2-5yrs,3.2407673822,2,3,1,SD,Variable,Variable,Yes
47,medium,Small,Mansion,Rented,Low,10-20yrs,2,2-5yrs,3.3280749524,1,5,3,DD,Variable,Variable,No
37,low,Small,2BHK-Apt,Owned,Low,<10yrs,3,1-2yrs,8.4938799251,2,9,5,PPM,Variable,Variable,No
57,low,Medium,3BHK-Apt,Owned,High,<10yrs,2,2-5yrs,2.416381712,0,2,1,DD,Fixed,Fixed,No
36,low,Large,3BHK-Apt,Owned,High,>30yrs,2,2-5yrs,9.4751650027,3,8,4,Others,Fixed,Fixed,Yes
30,low,Large,2BHK-Apt,Owned,Low,10-20yrs,5,2-5yrs,1.6372799074,1,8,5,SD,Fixed,Fixed,No
31,low,Medium,2BHK-Apt,Owned,Low,>30yrs,5,<1yr,1.5395276768,0,5,1,Others,Fixed,Fixed,No
39,low,Large,2BHK-Apt,Owned,Low,10-20yrs,3,1-2yrs,1.3345990178,1,9,3,DD,Variable,Variable,No
33,low,Small,5BHK-House,Owned,Medium,>30yrs,5,1-2yrs,2.5032662769,0,4,2,Others,Fixed,Fixed,No
50,medium,Small,2BHK-Apt,Rented,Medium,>30yrs,8,1-2yrs,4.3080458563,1,7,6,PPM,Variable,Variable,No
33,medium,Large,2BHK-Apt,Owned,Low,>30yrs,2,2-5yrs,1.39089088,0,5,3,DD,Fixed,Fixed,No
43,High,Medium,2BHK-Apt,Rented,Medium,<10yrs,1,>5yrs,9.5064549117,2,3,1,DD,Fixed,Fixed,No
36,low,Medium,2BHK-Apt,Owned,High,>30yrs,1,<1yr,3.6915002195,1,0,0,DD,Variable,Variable,No
49,medium,Medium,3BHK-Apt,Rented,Medium,<10yrs,6,>5yrs,2.952693702,2,4,1,PPM,Variable,Variable,No
44,low,Large,1BHK-Apt,Owned,Low,20-30yrs,4,1-2yrs,6.1293593648,0,9,3,Others,Variable,Variable,No
36,low,Large,5BHK-House,Owned,Low,<10yrs,5,>5yrs,14.461096424,4,6,3,DD,Fixed,Fixed,Yes
44,low,Small,2BHK-Apt,Owned,Medium,>30yrs,5,>10yrs,2.8034058377,2,4,1,SD,Fixed,Fixed,No
50,medium,Medium,3BHK-Apt,Owned,Low,20-30yrs,2,2-5yrs,3.704400772,1,8,7,DD,Fixed,Fixed,No
48,medium,Medium,1BHK-Apt,Rented,Low,10-20yrs,5,1-2yrs,3.262804612,1,6,4,DD,Fixed,Fixed,No
30,medium,Small,2BHK-Apt,Owned,Low,>30yrs,2,>10yrs,3.2858787125,0,6,2,SD,Fixed,Fixed,No
38,medium,Small,Mansion,Rented,Low,20-30yrs,5,1-2yrs,1.7929652633,0,1,0,Others,Fixed,Fixed,No
35,medium,Large,2BHK-Apt,Owned,Medium,<10yrs,5,2-5yrs,8.3177489744,4,9,2,PPM,Variable,Variable,No
43,low,Large,1BHK-Apt,Rented,Low,10-20yrs,3,1-2yrs,8.4525619307,1,6,1,PPM,Variable,Variable,No
62,medium,Small,5BHK-House,Owned,High,<10yrs,9,1-2yrs,16.5081332017,2,2,0,DD,Variable,Variable,No
33,medium,Large,3BHK-Apt,Rented,Medium,>30yrs,1,<1yr,3.9135384697,2,7,3,SD,Variable,Variable,No
43,low,Medium,3BHK-Apt,Owned,Medium,20-30yrs,3,2-5yrs,3.5560760029,0,2,1,PPM,Fixed,Fixed,No
36,medium,Large,5BHK-House,Owned,Medium,10-20yrs,2,>5yrs,5.7214622362,0,3,0,PPM,Variable,Variable,Yes
36,low,Medium,2BHK-Apt,Owned,Medium,20-30yrs,5,2-5yrs,6.7000981872,0,1,0,DD,Variable,Variable,No
42,low,Medium,2BHK-Apt,Owned,High,20-30yrs,1,2-5yrs,3.1492023078,1,3,1,PPM,Variable,Variable,No
37,low,Large,2BHK-Apt,Rented,Medium,<10yrs,3,1-2yrs,3.2743717126,4,0,1,SD,Fixed,Fixed,No
45,High,Large,Mansion,Owned,Low,10-20yrs,8,<1yr,4.1920546776,1,10,1,DD,Variable,Variable,No
42,medium,Medium,3BHK-Apt,Owned,Low,<10yrs,4,2-5yrs,10.8223740941,0,0,0,DD,Variable,Variable,No
35,medium,Medium,1BHK-Apt,Owned,Medium,10-20yrs,6,1-2yrs,2.7316592351,0,2,1,SD,Variable,Variable,No
